Date,Time,Location,Operator,Flight #,Route,Registration,cn / ln,Aboard Total,Aboard Passengers,Aboard Crew,Fatalities Total,Fatalities Passengers,Fatalities Crew,Ground,Summary,Url,Latitude,Longitude
"January 23, 2008",19:00,"Miroslawiec, Poland",Military - Polish Air Force,,Warsaw - Miroslawiec,019,S-043,20,16.0,4.0,20,16.0,4.0,0.0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport.",https://www.planecrashinfo.com/2008/2008-4.htm,53.3415106,16.0881475
"January 26, 2008",09:35,"Near Malinau, Indonesia",Dirgantara Air Service,,Tarakan - Long Apung,PK-VSE,92N/412,3,0.0,3.0,3,0.0,3.0,0.0,The cargo plane crashed while en route.,https://www.planecrashinfo.com/2008/2008-5.htm,2.6185545,115.690497
"February 21, 2008",17:00,"Merida, Venezuela",Santa Barbara Airlines,518,Merida - Caracas,YV-1449,028,46,43.0,3.0,46,43.0,3.0,0.0,"Struck Indian Face mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off from Merida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location. The cause of the accident was the omission or improper use of the checklists and procedures critical to the operation of the flight, causing the Attitude and Heading Reference System (AHRS) to not be initialized prior to the take-off roll.",https://www.planecrashinfo.com/2008/2008-6.htm,8.5816963,-71.1658075
"February 26, 2008",16:16,"Off Macae , Rio de Janeiro , Argentina",BHS - Brazilian Helicopter Service Air Taxi,,Oil Rig P18 - Macae,PP-MUM,2570,20,17.0,3.0,5,4.0,1.0,0.0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea.",https://www.planecrashinfo.com/2008/2008-7.htm,-22.3854116,-41.7901208
"March 03, 2008",16:00,"Near Bethani, Nepal",United Nations Mission,,,,,10,7.0,3.0,10,7.0,3.0,0.0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames.",https://www.planecrashinfo.com/2008/2008-8.htm,27.50534975,85.50370348230243
"April 03, 2008",11:00,"Lawa, Suriname",Blue Wing Airlines,,Paramaribo - Lawa,PZ-TSO,1AJ007-17,19,17.0,2.0,19,17.0,2.0,0.0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.,https://www.planecrashinfo.com/2008/2008-9.htm,4.2698168,-54.3970184
"April 09, 2008",23:27,"Bundeena, Australia",Avtex Air Services,,Sydney - Brisbane,VH-OZA,AC-600,1,0.0,1.0,1,0.0,1.0,0.0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.,https://www.planecrashinfo.com/2008/2008-10.htm,-34.0845443,151.1512348
"April 11, 2008",22:15,"Chrisinau, Moldova",Kata Transportation,,"Chrisinau, Moldova - Antalya, Turkey - Sudan",ST-AZL,3009,8,0.0,8.0,8,0.0,8.0,0.0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed",https://www.planecrashinfo.com/2008/2008-11.htm,47.0245117,28.8322923
"April 15, 2008",14:30,"Goma, Congo",Hewa Bora Airways,122,Goma - Kisangani - Kinshasa,9Q-CHN,47731,94,86.0,8.0,3,3.0,0.0,37.0,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market. It is possible that one of the engine or maybe both suffered a loss of power during takeoff after the aircraft passed through a puddle.",https://www.planecrashinfo.com/2008/2008-12.htm,-1.6665685,29.225652
"April 16, 2008",14:23,"Off Annobon Island, Equatorial Guinea",Military - Government of Equatorial Guinea,,Bata - Annobon Island,3C-5GE,1609,13,8.0,5.0,13,8.0,5.0,0.0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.,https://www.planecrashinfo.com/2008/2008-13.htm,-1.434384,5.6374236
"April 28, 2008",09:38,"Off Crimea, Black Sea",Naftogaz,,,UR-24275,98734295,20,18.0,2.0,20,18.0,2.0,0.0,The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. The pilot was a trainee flying with an instructor. One survivor succumbed to his injuries soon after the crash.,https://www.planecrashinfo.com/2008/2008-14.htm,44.6444662,34.4005825
"May 17, 2008",16:30,"Stehekin, Washington",Chelan Air Service,,Chelan - Stehekin,N5998Q,1151,5,4.0,1.0,2,2.0,0.0,0.0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.,https://www.planecrashinfo.com/2008/2008-15.htm,48.3093032,-120.6564879
"May 24, 2008",09:30,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,,Long Beach - Two Harbors,N67GE,1604,6,5.0,1.0,4,3.0,1.0,0.0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.,https://www.planecrashinfo.com/2008/2008-16.htm,33.4413538,-118.4986787
"May 26, 2008",18:15,"Near Chelyabinsk, Russia",Moskovia Airlines,GAI-9675,Chelyabinsk - Perm,RA-12957,8345508,9,0.0,9.0,9,0.0,9.0,0.0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line.",https://www.planecrashinfo.com/2008/2008-17.htm,55.1598408,61.4025547
"May 29, 2008",14:13,"Panama City, Panama",Military - Servicio Aereo Nacional,,Tocumen - Colon,SAN-100,,12,9.0,3.0,11,9.0,2.0,0.0,"Chile's national police chief General Jose Alejandro Bernales, 59, and five others were killed when their helicopter crashed into a three story building. The helicopter pitched wildly before crashing into the building.",https://www.planecrashinfo.com/2008/2008-18.htm,8.9714493,-79.5341802
"May 30, 2008",09:40,"Tegucigalpa, Honduras",TACA International Airlines,390,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",EI-TAF,1374,136,131.0,5.0,3,2.0,1.0,2.0,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma.",https://www.planecrashinfo.com/2008/2008-19.htm,14.1057433,-87.2040052
"June 08, 2008",07:45,"Huntsville, Texas",PHI Air Medical,,Huntsville-Houston,N416PH,53276,4,1.0,3.0,4,1.0,3.0,0.0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog.",https://www.planecrashinfo.com/2008/2008-20.htm,30.7235263,-95.5507771
"June 10, 2008",20:45,"Khartoum, Sudan",Sudan Airways,548,Aman - Damascus - Khartoum,ST-ATN,548,214,203.0,11.0,32,31.0,1.0,0.0,"While landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan, on the Red Sea, because of bad weather, before being allowed to return to Khartoum. The accident was due to a long flaring distance (900 meters from R/W threshold) on a wet slippery runway without selecting Auto brake and with one deactivated engine reverse in such rainy conditions. The remaining available landing distance turned out to be too short to allow the captain to stop the aircraft before the end of the runway.",https://www.planecrashinfo.com/2008/2008-21.htm,15.5038301,32.5738979
"June 18, 2008",10:03,"Hyannis, Massachusetts",Wiggins Airways,,Hyannis - Nantucket,N656WA,47,1,0.0,1.0,1,0.0,1.0,0.0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first. The pilot's failure to remove the flight control lock prior to takeoff. Contributing to the accident was the FAA's failure to issue an airworthiness directive making the manufacturer's previously issued flight control lock service bulletins mandatory.",https://www.planecrashinfo.com/2008/2008-22.htm,41.6535345,-70.2823287
"June 20, 2008",,"Bannang Sata, Thailand",Military - Thai Army,,,,,10,8.0,2.0,10,8.0,2.0,0.0,The military helicopter developed a mechanical problem and crashed into a hill while attemping to land.,https://www.planecrashinfo.com/2008/2008-23.htm,6.2608662,101.2530046
"June 26, 2008",15:03,"Near Salak Mountain, Indonesia",Military - Indonesia,,Jakarta - aerial survelliance,A-2106,228/N68,18,13.0,5.0,18,13.0,5.0,0.0,The plane went missing in an area approximately 60 miles south of Jakarta while on a aerial surveillance mission.,https://www.planecrashinfo.com/2008/2008-24.htm,-6.716370,106.733574
"June 27, 2008",07:05,"Near Malakal, Sudan",Juba Air Cargo,,Khartoum - Juba,ST-ARN,8346010,8,6.0,2.0,7,5.0,2.0,0.0,The cargo plane crashed mid-flight after entering an area of thunderstorms. Triple engine failure.,https://www.planecrashinfo.com/2008/2008-25.htm,9.5200246,31.6597225
"June 29, 2008",15:48,"Flagstaff, Arizona",Air Methods / Classic Helicopters,,Medical flight,N407GA / N407MJ,53104 / 53079,7,5.0,2.0,6,4.0,2.0,0.0,The two helicopters struck each other in mid-air and crashed in a wooded area about 0.5 miles from Flagstaff Medical Center. Both helicopter pilots' failure to see and avoid the other helicopter on approach to the helipad. Contributing to the accident were the failure of N407GA's pilot to follow arrival and noise abatement guidelines and the failure of N407MJ's pilot to follow communications guidelines.,https://www.planecrashinfo.com/2008/2008-26.htm,35.1987522,-111.651822
"June 30, 2008",07:00,"Near Khartoum, Sudan",Ababeel Aviaition,,Khartoum - Juba,ST-WTB,1003499994,4,0.0,4.0,4,0.0,4.0,0.0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed.",https://www.planecrashinfo.com/2008/2008-27.htm,15.5038301,32.5738979
"July 06, 2008",02:15,"Saltillo, Mexico",USA Jet Airlines,199,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",N199US,47153/185,2,0.0,2.0,1,0.0,1.0,0.0,"While attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. The pilot was killed and the copilot seriously injured.",https://www.planecrashinfo.com/2008/2008-28.htm,25.4230425,-100.9927509
"July 07, 2008",03:50,"Near Bogota, Colombia",Centurian Air Cargo,164,"Bogota, Colombia - Miami, FL",N714CK,22446/519,8,0.0,8.0,0,0.0,0.0,3.0,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside. Double engine failure.",https://www.planecrashinfo.com/2008/2008-29.htm,4.6533815,-74.0836331
"July 31, 2008",09:53,"Owatonna, Minnesota",East Coast Jets,81,"Atlantic City, NJ- Owatonna,MN",N818MV,258186,8,6.0,2.0,8,6.0,2.0,0.0,"While attempting to land on Runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. One person survived the accident but died later. The pilots  were both working on insufficient sleep and displayed poor coordination with one another. The pilots failed to account for a wet runway and 8-knot tailwind when they touched down on the 5,500-foot runway, and they should have applied a braking system a full seven seconds earlier than they did.Realizing they were running out of runway, the pilots hit the throttles to try to take off again. Had the pilots hit the lift dump right after touchdown, or landed into the wind, the plane probably could have stopped safely on the runway. The accident was due to the captain's decision to attempt a go-around late in the landing roll with insufficient runway remaining. Contributing to the accident were the pilots' poor crew coordination and lack of cockpit discipline.; fatigue, which likely impaired both pilots' performance and failure of the FAA to require crew resource management training and standard operating procedures for Part 135 operators.",https://www.planecrashinfo.com/2008/2008-30.htm,44.0839937,-93.2261076
